,,,,,,,,
,,,,,,,,
Connecticut 2011 Cohort Graduation Rates By District ,,,,,,,,
,,,,,,,,
,,Graduates,Non-Graduates,,,,,
,Non-Special Education,75.4,3.5,0.0,21.1,,,
Lebanon School District,All Students,92.5,1.3,0.0,6.3,,,
,Hispanic,*,*,*,*,,,
,Non-Hispanic,92.9,1.3,0.0,5.8,,,
,White,92.9,1.3,0.0,5.8,,,
,Male,90.0,2.5,0.0,7.5,,,
,Female,95.0,0.0,0.0,5.0,,,
,Non-ELL,92.5,1.3,0.0,6.3,,,
,Eligible For Lunch,78.9,0.0,0.0,21.1,,,
,Not Eligible For Lunch,94.3,1.4,0.0,4.3,,,
,Special Education,82.4,5.9,0.0,11.8,,,
,Non-Special Education,93.7,0.7,0.0,5.6,,,
Ledyard School District,All Students,89.8,4.3,0.0,6.0,,,
,Hispanic,84.2,10.5,0.0,5.3,,,
,Non-Hispanic,90.3,3.7,0.0,6.0,,,
,American Indian,75.0,0.0,0.0,25.0,,,
,Asian American ,100.0,0.0,0.0,0.0,,,
,Black,58.3,25.0,0.0,16.7,,,
,White,92.3,2.7,0.0,4.9,,,
,Male,88.8,4.3,0.0,6.9,,,
,Female,90.8,4.2,0.0,5.0,,,
,ELL,*,*,*,*,,,
,Non-ELL,89.6,4.3,0.0,6.1,,,
,Eligible For Lunch,80.6,11.1,0.0,8.3,,,
,Not Eligible For Lunch,91.5,3.0,0.0,5.5,,,
,Special Education,70.4,22.2,0.0,7.4,,,
,Non-Special Education,92.3,1.9,0.0,5.8,,,
Lisbon School District,All Students,*,*,*,*,,,
,Non-Hispanic,*,*,*,*,,,
,White,*,*,*,*,,,
,Male,*,*,*,*,,,
,Female,*,*,*,*,,,
,Non-ELL,*,*,*,*,,,
,Eligible For Lunch,*,*,*,*,,,
,Not Eligible For Lunch,*,*,*,*,,,
,Special Education,*,*,*,*,,,
Litchfield School District,All Students,93.7,2.1,0.0,4.2,,,
,Hispanic,*,*,*,*,,,
,Non-Hispanic,93.6,2.1,0.0,4.3,,,
,American Indian,*,*,*,*,,,
,Black,*,*,*,*,,,
,White,93.3,2.2,0.0,4.4,,,
,Male,93.2,4.5,0.0,2.3,,,
,Female,94.1,0.0,0.0,5.9,,,
,ELL,*,*,*,*,,,
,Non-ELL,93.5,2.2,0.0,4.3,,,
,Eligible For Lunch,85.7,0.0,0.0,14.3,,,
,Not Eligible For Lunch,94.3,2.3,0.0,3.4,,,
,Special Education,71.4,14.3,0.0,14.3,,,
,Non-Special Education,95.5,1.1,0.0,3.4,,,
Madison School District,All Students,96.5,1.3,0.0,2.2,,,
,Hispanic,*,*,*,*,,,
,Non-Hispanic,96.8,1.0,0.0,2.2,,,
,American Indian,*,*,*,*,,,
,Asian American ,100.0,0.0,0.0,0.0,,,
,Black,*,*,*,*,,,
,White,96.6,1.0,0.0,2.4,,,
,Male,95.6,1.3,0.0,3.2,,,
,Female,97.5,1.3,0.0,1.3,,,
,Non-ELL,96.5,1.3,0.0,2.2,,,
,Eligible For Lunch,77.8,11.1,0.0,11.1,,,
,Not Eligible For Lunch,97.1,1.0,0.0,1.9,,,
,Special Education,80.0,10.0,0.0,10.0,,,
,Non-Special Education,98.3,0.3,0.0,1.4,,,
Manchester School District,All Students,71.2,11.2,0.0,17.6,,,
,Hispanic,56.1,13.2,0.0,30.7,,,
,Non-Hispanic,75.2,10.7,0.0,14.0,,,
,Asian American ,91.2,5.9,0.0,2.9,,,
,Black,69.7,12.1,0.0,18.2,,,
,White,75.3,10.8,0.0,13.9,,,
,Male,69.9,13.9,0.0,16.2,,,
,Female,72.4,8.7,0.0,18.9,,,
,ELL,69.0,10.3,0.0,20.7,,,
,Non-ELL,71.3,11.3,0.0,17.4,,,
,Eligible For Lunch,55.1,14.8,0.0,30.1,,,
,Not Eligible For Lunch,80.5,9.2,0.0,10.4,,,
,Special Education,49.4,26.6,0.0,24.1,,,
,Non-Special Education,74.9,8.6,0.0,16.5,,,
Meriden School District,All Students,69.8,8.6,0.0,21.6,,,
,Hispanic,58.6,9.2,0.0,32.1,,,
,Non-Hispanic,77.2,8.1,0.0,14.7,,,
,American Indian,*,*,*,*,,,
,Asian American ,75.0,0.0,0.0,25.0,,,
,Black,67.0,14.8,0.0,18.2,,,
,White,80.3,6.3,0.0,13.4,,,
,Male,64.5,13.0,0.0,22.4,,,
,Female,74.6,4.5,0.0,20.8,,,
,ELL,47.4,10.5,0.0,42.1,,,
,Non-ELL,71.3,8.4,0.0,20.3,,,
,Eligible For Lunch,59.5,10.6,0.0,29.9,,,
,Not Eligible For Lunch,82.6,6.0,0.0,11.3,,,
,Special Education,44.8,30.2,0.0,25.0,,,
,Non-Special Education,74.3,4.7,0.0,21.0,,,
Middletown School District,All Students,76.9,10.6,0.0,12.6,,,
,Hispanic,65.5,6.9,0.0,27.6,,,
,Non-Hispanic,77.9,10.9,0.0,11.2,,,
,American Indian,*,*,*,*,,,
,Asian American ,93.3,6.7,0.0,0.0,,,
,Black,64.0,18.6,0.0,17.4,,,
,White,83.0,8.3,0.0,8.7,,,
,Male,71.0,13.0,0.0,16.0,,,
,Female,82.3,8.3,0.0,9.4,,,
,ELL,*,*,*,*,,,
,Non-ELL,76.7,10.7,0.0,12.7,,,
,Eligible For Lunch,56.8,18.9,0.0,24.3,,,
,Not Eligible For Lunch,86.2,6.7,0.0,7.1,,,
,Special Education,55.6,18.5,0.0,25.9,,,
,Non-Special Education,80.7,9.1,0.0,10.1,,,
Milford School District,All Students,87.8,8.1,0.0,4.1,,,
,Hispanic,70.0,20.0,0.0,10.0,,,
,Non-Hispanic,89.0,7.4,0.0,3.7,,,
,American Indian,*,*,*,*,,,
,Asian American ,100.0,0.0,0.0,0.0,,,
,Black,88.2,11.8,0.0,0.0,,,
,White,88.7,7.4,0.0,3.9,,,
,Male,85.9,10.6,0.0,3.5,,,
,Female,89.4,6.0,0.0,4.5,,,
,ELL,88.9,0.0,0.0,11.1,,,
,Non-ELL,87.8,8.3,0.0,3.9,,,
,Eligible For Lunch,70.7,20.0,0.0,9.3,,,
,Not Eligible For Lunch,90.9,6.0,0.0,3.1,,,
,Special Education,72.6,23.3,0.0,4.1,,,
,Non-Special Education,90.5,5.5,0.0,4.1,,,
Monroe School District,All Students,97.0,3.0,0.0,0.0,,,
,Hispanic,100.0,0.0,0.0,0.0,,,
,Non-Hispanic,96.9,3.1,0.0,0.0,,,
,Asian American ,100.0,0.0,0.0,0.0,,,
,Black,100.0,0.0,0.0,0.0,,,
,White,96.6,3.4,0.0,0.0,,,
,Male,95.9,4.1,0.0,0.0,,,
,Female,98.0,2.0,0.0,0.0,,,
,Non-ELL,97.0,3.0,0.0,0.0,,,
,Eligible For Lunch,84.6,15.4,0.0,0.0,,,
,Not Eligible For Lunch,97.5,2.5,0.0,0.0,,,
,Special Education,69.2,30.8,0.0,0.0,,,
,Non-Special Education,99.1,0.9,0.0,0.0,,,
Montville School District,All Students,84.9,3.9,0.0,11.2,,,
,Hispanic,72.2,0.0,0.0,27.8,,,
,Non-Hispanic,86.1,4.3,0.0,9.6,,,
,American Indian,*,*,*,*,,,
,Asian American ,92.9,0.0,0.0,7.1,,,
,Black,100.0,0.0,0.0,0.0,,,
,White,84.1,5.1,0.0,10.8,,,
,Male,85.7,5.4,0.0,8.9,,,
,Female,83.9,2.2,0.0,14.0,,,
,ELL,66.7,0.0,0.0,33.3,,,
,Non-ELL,85.4,4.0,0.0,10.6,,,
,Eligible For Lunch,81.6,2.6,0.0,15.8,,,
,Not Eligible For Lunch,85.6,4.2,0.0,10.2,,,
,Special Education,70.8,20.8,0.0,8.3,,,
,Non-Special Education,86.7,1.7,0.0,11.6,,,
Naugatuck School District,All Students,82.7,5.9,0.0,11.4,,,
,Hispanic,71.4,11.4,0.0,17.1,,,
,Non-Hispanic,83.9,5.4,0.0,10.7,,,
,Asian American ,100.0,0.0,0.0,0.0,,,
,Black,81.6,7.9,0.0,10.5,,,
,White,83.6,5.2,0.0,11.2,,,
,Male,81.0,7.9,0.0,11.1,,,
,Female,84.5,3.9,0.0,11.6,,,
,ELL,59.1,18.2,0.0,22.7,,,
,Non-ELL,84.2,5.2,0.0,10.6,,,
,Eligible For Lunch,73.6,9.1,0.0,17.4,,,
,Not Eligible For Lunch,87.1,4.4,0.0,8.4,,,
,Special Education,64.6,16.7,0.0,18.8,,,
,Non-Special Education,85.4,4.3,0.0,10.2,,,
New Britain School District,All Students,51.3,19.1,0.0,29.6,,,
,Hispanic,43.8,19.9,0.0,36.3,,,
,Non-Hispanic,60.7,18.2,0.0,21.1,,,
,American Indian,*,*,*,*,,,
,Asian American ,83.3,5.6,0.0,11.1,,,
,Black,55.2,23.1,0.0,21.6,,,
,White,63.2,15.4,0.0,21.4,,,
,Male,50.1,21.7,0.0,28.2,,,
,Female,52.4,16.7,0.0,30.8,,,
,ELL,38.3,23.3,0.0,38.3,,,
,Non-ELL,54.1,18.2,0.0,27.7,,,
,Eligible For Lunch,46.9,19.7,0.0,33.4,,,
,Not Eligible For Lunch,60.0,18.0,0.0,22.0,,,
,Special Education,36.4,38.1,0.0,25.4,,,
,Non-Special Education,54.1,15.6,0.0,30.3,,,
New Canaan School District,All Students,97.4,2.3,0.0,0.3,,,
,Hispanic,*,*,*,*,,,
,Non-Hispanic,97.4,2.3,0.0,0.3,,,
,Asian American ,87.5,12.5,0.0,0.0,,,
,Black,100.0,0.0,0.0,0.0,,,
,White,97.6,2.1,0.0,0.3,,,
,Male,96.9,3.1,0.0,0.0,,,
,Female,98.0,1.3,0.0,0.7,,,
,ELL,*,*,*,*,,,
,Non-ELL,97.4,2.3,0.0,0.3,,,
,Eligible For Lunch,*,*,*,*,,,
,Not Eligible For Lunch,97.4,2.3,0.0,0.3,,,
,Special Education,87.1,12.9,0.0,0.0,,,
,Non-Special Education,98.6,1.1,0.0,0.4,,,
New Fairfield School District,All Students,90.9,5.0,0.4,3.7,,,
,Hispanic,66.7,22.2,0.0,11.1,,,
,Non-Hispanic,91.8,4.3,0.4,3.4,,,
,Asian American ,100.0,0.0,0.0,0.0,,,
,White,91.6,4.4,0.4,3.5,,,
,Male,87.6,7.4,0.8,4.1,,,
,Female,94.2,2.5,0.0,3.3,,,
,Non-ELL,90.9,5.0,0.4,3.7,,,
,Eligible For Lunch,60.0,20.0,0.0,20.0,,,
,Not Eligible For Lunch,92.2,4.3,0.4,3.0,,,
,Special Education,80.0,12.0,4.0,4.0,,,
,Non-Special Education,92.1,4.2,0.0,3.7,,,
New Haven School District,All Students,63.9,11.0,0.0,25.1,,,
,Hispanic,53.5,9.5,0.0,37.0,,,
,Non-Hispanic,69.2,11.7,0.0,19.1,,,
,American Indian,*,*,*,*,,,
,Asian American ,84.6,7.7,0.0,7.7,,,
,Black,65.7,13.1,0.0,21.1,,,
,White,81.2,6.6,0.0,12.2,,,
,Male,59.7,15.5,0.0,24.8,,,
,Female,67.8,6.8,0.0,25.4,,,
,ELL,42.2,14.3,0.0,43.5,,,
,Non-ELL,66.4,10.6,0.0,23.0,,,
,Eligible For Lunch,60.6,12.1,0.0,27.3,,,
,Not Eligible For Lunch,71.9,8.3,0.0,19.8,,,
,Special Education,46.5,32.1,0.0,21.4,,,
,Non-Special Education,66.1,8.4,0.0,25.6,,,
Newington School District,All Students,83.8,9.9,0.0,6.3,,,
,Hispanic,75.9,17.2,0.0,6.9,,,
,Non-Hispanic,84.4,9.4,0.0,6.3,,,
,Asian American ,92.3,0.0,0.0,7.7,,,
,Black,70.4,25.9,0.0,3.7,,,
,White,84.9,8.8,0.0,6.3,,,
,Male,77.4,15.4,0.0,7.2,,,
,Female,90.2,4.4,0.0,5.4,,,
,ELL,66.7,0.0,0.0,33.3,,,
,Non-ELL,84.0,10.1,0.0,5.9,,,
,Eligible For Lunch,70.1,17.9,0.0,11.9,,,
,Not Eligible For Lunch,86.4,8.4,0.0,5.2,,,
,Special Education,47.5,40.0,0.0,12.5,,,
,Non-Special Education,87.7,6.7,0.0,5.6,,,
New London School District,All Students,62.6,18.3,0.0,19.1,,,
,Hispanic,56.9,19.6,0.0,23.5,,,
,Non-Hispanic,66.3,17.5,0.0,16.3,,,
,American Indian,*,*,*,*,,,
,Asian American ,57.1,42.9,0.0,0.0,,,
,Black,67.9,16.7,0.0,15.5,,,
,White,65.2,16.7,0.0,18.2,,,
,Male,63.7,19.9,0.0,16.4,,,
,Female,61.2,16.4,0.0,22.4,,,
,ELL,59.6,14.9,0.0,25.5,,,
,Non-ELL,63.3,19.1,0.0,17.7,,,
,Eligible For Lunch,55.9,24.1,0.0,20.0,,,
,Not Eligible For Lunch,75.0,7.6,0.0,17.4,,,
,Special Education,30.0,42.0,0.0,28.0,,,
,Non-Special Education,70.3,12.7,0.0,17.0,,,
New Milford School District,All Students,87.1,4.0,0.0,8.9,,,
,Hispanic,81.0,4.8,0.0,14.3,,,
,Non-Hispanic,87.4,3.9,0.0,8.6,,,
,Asian American ,82.4,5.9,0.0,11.8,,,
,Black,85.7,0.0,0.0,14.3,,,
,White,87.7,3.9,0.0,8.4,,,
,Male,83.3,6.5,0.0,10.2,,,
,Female,91.4,1.1,0.0,7.5,,,
,ELL,50.0,33.3,0.0,16.7,,,
,Non-ELL,87.7,3.5,0.0,8.8,,,
,Eligible For Lunch,68.4,7.9,0.0,23.7,,,
,Not Eligible For Lunch,89.0,3.6,0.0,7.4,,,
,Special Education,57.1,19.6,0.0,23.2,,,
,Non-Special Education,91.9,1.4,0.0,6.6,,,
Newtown School District,All Students,93.7,2.5,0.0,3.8,,,
,Hispanic,93.8,6.3,0.0,0.0,,,
,Non-Hispanic,93.7,2.3,0.0,4.0,,,
,Asian American ,100.0,0.0,0.0,0.0,,,
,Black,*,*,*,*,,,
,White,93.9,2.2,0.0,3.9,,,
,Male,94.0,2.0,0.0,4.0,,,
,Female,93.5,2.9,0.0,3.7,,,
,ELL,*,*,*,*,,,
,Non-ELL,93.7,2.5,0.0,3.8,,,
,Eligible For Lunch,75.0,25.0,0.0,0.0,,,
,Not Eligible For Lunch,94.2,1.8,0.0,3.9,,,
,Special Education,83.7,8.2,0.0,8.2,,,
,Non-Special Education,95.0,1.8,0.0,3.3,,,
North Branford School District,All Students,93.8,1.0,0.0,5.1,,,
,Hispanic,*,*,*,*,,,
,Non-Hispanic,93.8,1.0,0.0,5.2,,,
,Asian American ,*,*,*,*,,,
,Black,*,*,*,*,,,
,White,94.1,1.1,0.0,4.8,,,
,Male,92.0,1.0,0.0,7.0,,,
,Female,95.8,1.1,0.0,3.2,,,
,ELL,*,*,*,*,,,
,Non-ELL,93.8,1.0,0.0,5.2,,,
,Eligible For Lunch,72.2,0.0,0.0,27.8,,,
,Not Eligible For Lunch,96.0,1.1,0.0,2.8,,,
,Special Education,76.7,6.7,0.0,16.7,,,
,Non-Special Education,97.0,0.0,0.0,3.0,,,
North Haven School District,All Students,87.6,4.6,0.0,7.8,,,
,Hispanic,78.6,0.0,0.0,21.4,,,
,Non-Hispanic,88.0,4.8,0.0,7.2,,,
,Asian American ,90.9,9.1,0.0,0.0,,,
,Black,84.6,3.8,0.0,11.5,,,
,White,88.2,4.7,0.0,7.1,,,
,Male,82.9,7.9,0.0,9.3,,,
,Female,91.6,1.8,0.0,6.6,,,
,ELL,*,*,*,*,,,
,Non-ELL,87.8,4.6,0.0,7.6,,,
,Eligible For Lunch,84.6,5.1,0.0,10.3,,,
,Not Eligible For Lunch,88.0,4.5,0.0,7.5,,,
,Special Education,71.4,17.9,0.0,10.7,,,
,Non-Special Education,89.2,3.2,0.0,7.6,,,
North Stonington School District,All Students,89.6,1.5,0.0,9.0,,,
,Hispanic,*,*,*,*,,,
,Non-Hispanic,89.2,1.5,0.0,9.2,,,
,American Indian,*,*,*,*,,,
,Asian American ,*,*,*,*,,,
,White,90.0,1.7,0.0,8.3,,,
,Male,88.9,2.8,0.0,8.3,,,
,Female,90.3,0.0,0.0,9.7,,,
,ELL,*,*,*,*,,,
,Non-ELL,89.4,1.5,0.0,9.1,,,
,Eligible For Lunch,66.7,8.3,0.0,25.0,,,
,Not Eligible For Lunch,94.5,0.0,0.0,5.5,,,
,Special Education,100.0,0.0,0.0,0.0,,,
,Non-Special Education,88.5,1.6,0.0,9.8,,,
Norwalk School District,All Students,84.2,6.5,0.0,9.3,,,
,Hispanic,77.9,9.5,0.0,12.5,,,
,Non-Hispanic,86.8,5.2,0.0,8.0,,,
,American Indian,*,*,*,*,,,
,Asian American ,97.1,0.0,0.0,2.9,,,
,Black,81.6,8.8,0.0,9.6,,,
,White,89.6,3.0,0.0,7.4,,,
,Male,81.7,8.7,0.0,9.6,,,
,Female,86.8,4.1,0.0,9.1,,,
,ELL,71.7,15.2,0.0,13.1,,,
,Non-ELL,85.8,5.4,0.0,8.9,,,
,Eligible For Lunch,76.7,10.2,0.0,13.2,,,
,Not Eligible For Lunch,87.4,4.9,0.0,7.7,,,
,Special Education,73.7,16.9,0.0,9.3,,,
,Non-Special Education,85.8,4.9,0.0,9.3,,,
Norwich School District,All Students,24.1,31.0,0.0,44.8,,,
,Hispanic,*,*,*,*,,,
,Non-Hispanic,25.9,25.9,0.0,48.1,,,
,American Indian,*,*,*,*,,,
,Asian American ,*,*,*,*,,,
,Black,16.7,16.7,0.0,66.7,,,
,White,38.5,23.1,0.0,38.5,,,
,Male,18.8,25.0,0.0,56.3,,,
,Female,30.8,38.5,0.0,30.8,,,
,ELL,*,*,*,*,,,
,Non-ELL,25.0,28.6,0.0,46.4,,,
,Eligible For Lunch,22.2,33.3,0.0,44.4,,,
,Not Eligible For Lunch,27.3,27.3,0.0,45.5,,,
,Special Education,*,*,*,*,,,
,Non-Special Education,22.2,33.3,0.0,44.4,,,
Old Saybrook School District,All Students,92.7,3.3,0.0,4.1,,,
,Hispanic,*,*,*,*,,,
,Non-Hispanic,93.3,3.3,0.0,3.3,,,
,American Indian,*,*,*,*,,,
,Asian American ,100.0,0.0,0.0,0.0,,,
,Black,*,*,*,*,,,
,White,93.7,3.6,0.0,2.7,,,
,Male,88.9,3.2,0.0,7.9,,,
,Female,96.7,3.3,0.0,0.0,,,
,ELL,*,*,*,*,,,
,Non-ELL,92.6,3.3,0.0,4.1,,,
,Eligible For Lunch,83.3,0.0,0.0,16.7,,,
,Not Eligible For Lunch,93.2,3.4,0.0,3.4,,,
,Special Education,45.5,18.2,0.0,36.4,,,
,Non-Special Education,97.3,1.8,0.0,0.9,,,
Oxford School District,All Students,94.8,1.9,0.0,3.2,,,
,Hispanic,*,*,*,*,,,
,Non-Hispanic,94.7,2.0,0.0,3.3,,,
,American Indian,*,*,*,*,,,
,Asian American ,*,*,*,*,,,
,Black,*,*,*,*,,,
,White,95.1,1.4,0.0,3.5,,,
,Male,92.4,2.5,0.0,5.1,,,
,Female,97.4,1.3,0.0,1.3,,,
,Non-ELL,94.8,1.9,0.0,3.2,,,
,Eligible For Lunch,100.0,0.0,0.0,0.0,,,
,Not Eligible For Lunch,94.6,2.0,0.0,3.4,,,
,Special Education,72.7,9.1,0.0,18.2,,,
,Non-Special Education,96.5,1.4,0.0,2.1,,,
Plainfield School District,All Students,85.7,5.7,0.0,8.7,,,
,Hispanic,*,*,*,*,,,
,Non-Hispanic,86.2,5.3,0.0,8.4,,,
,American Indian,*,*,*,*,,,
,Asian American ,*,*,*,*,,,
,Black,*,*,*,*,,,
,White,86.0,5.1,0.0,8.8,,,
,Male,84.3,7.8,0.0,7.8,,,
,Female,86.7,3.9,0.0,9.4,,,
,ELL,*,*,*,*,,,
,Non-ELL,85.6,5.7,0.0,8.7,,,
,Eligible For Lunch,69.6,10.9,0.0,19.6,,,
,Not Eligible For Lunch,89.7,4.3,0.0,6.0,,,
,Special Education,71.1,18.4,0.0,10.5,,,
,Non-Special Education,88.5,3.1,0.0,8.3,,,
Plainville School District,All Students,88.1,3.0,0.0,8.9,,,
,Hispanic,58.3,16.7,0.0,25.0,,,
,Non-Hispanic,89.7,2.2,0.0,8.1,,,
,Asian American ,*,*,*,*,,,
,Black,91.7,0.0,0.0,8.3,,,
,White,89.4,2.4,0.0,8.2,,,
,Male,86.2,4.3,0.0,9.5,,,
,Female,89.9,1.7,0.0,8.4,,,
,ELL,*,*,*,*,,,
,Non-ELL,88.4,2.6,0.0,9.1,,,
,Eligible For Lunch,75.9,0.0,0.0,24.1,,,
,Not Eligible For Lunch,89.8,3.4,0.0,6.8,,,
,Special Education,75.9,10.3,0.0,13.8,,,
,Non-Special Education,89.8,1.9,0.0,8.3,,,
Plymouth School District,All Students,90.0,7.1,0.0,2.9,,,
,Hispanic,*,*,*,*,,,
,Non-Hispanic,90.6,6.5,0.0,2.9,,,
,Asian American ,*,*,*,*,,,
,Black,*,*,*,*,,,
,White,90.4,6.7,0.0,3.0,,,
,Male,87.8,9.8,0.0,2.4,,,
,Female,93.1,3.4,0.0,3.4,,,
,Non-ELL,90.0,7.1,0.0,2.9,,,
,Eligible For Lunch,62.5,31.3,0.0,6.3,,,
,Not Eligible For Lunch,93.5,4.0,0.0,2.4,,,
,Special Education,72.7,27.3,0.0,0.0,,,
,Non-Special Education,91.5,5.4,0.0,3.1,,,
Portland School District,All Students,83.5,2.1,0.0,14.4,,,
,Hispanic,*,*,*,*,,,
,Non-Hispanic,83.2,2.1,0.0,14.7,,,
,Black,*,*,*,*,,,
,White,83.0,2.1,0.0,14.9,,,
,Male,84.3,2.0,0.0,13.7,,,
,Female,82.6,2.2,0.0,15.2,,,
,ELL,*,*,*,*,,,
,Non-ELL,83.3,2.1,0.0,14.6,,,
,Eligible For Lunch,58.3,0.0,0.0,41.7,,,
,Not Eligible For Lunch,87.1,2.4,0.0,10.6,,,
,Special Education,66.7,22.2,0.0,11.1,,,
,Non-Special Education,85.2,0.0,0.0,14.8,,,
Putnam School District,All Students,78.7,10.7,0.0,10.7,,,
,Hispanic,*,*,*,*,,,
,Non-Hispanic,78.9,9.9,0.0,11.3,,,
,American Indian,*,*,*,*,,,
,Black,*,*,*,*,,,
,White,80.0,9.2,0.0,10.8,,,
,Male,70.0,15.0,0.0,15.0,,,
,Female,88.6,5.7,0.0,5.7,,,
,ELL,*,*,*,*,,,
,Non-ELL,78.1,11.0,0.0,11.0,,,
,Eligible For Lunch,63.3,16.7,0.0,20.0,,,
,Not Eligible For Lunch,88.9,6.7,0.0,4.4,,,
,Special Education,55.6,16.7,0.0,27.8,,,
,Non-Special Education,86.0,8.8,0.0,5.3,,,
Ridgefield School District,All Students,96.1,2.5,0.0,1.4,,,
,Hispanic,87.5,6.3,0.0,6.3,,,
,Non-Hispanic,96.4,2.4,0.0,1.2,,,
,Asian American ,100.0,0.0,0.0,0.0,,,
,Black,87.5,12.5,0.0,0.0,,,
,White,96.5,2.3,0.0,1.3,,,
,Male,94.8,3.8,0.0,1.4,,,
,Female,97.3,1.3,0.0,1.3,,,
,Non-ELL,96.1,2.5,0.0,1.4,,,
,Eligible For Lunch,90.9,9.1,0.0,0.0,,,
,Not Eligible For Lunch,96.2,2.4,0.0,1.4,,,
,Special Education,85.4,10.4,0.0,4.2,,,
,Non-Special Education,97.4,1.6,0.0,1.0,,,
Rocky Hill School District,All Students,91.0,1.7,0.0,7.3,,,
,Hispanic,62.5,12.5,0.0,25.0,,,
,Non-Hispanic,92.3,1.2,0.0,6.5,,,
,Asian American ,100.0,0.0,0.0,0.0,,,
,Black,71.4,0.0,0.0,28.6,,,
,White,92.9,1.3,0.0,5.8,,,
,Male,90.2,1.2,0.0,8.5,,,
,Female,91.6,2.1,0.0,6.3,,,
,ELL,*,*,*,*,,,
,Non-ELL,90.9,1.7,0.0,7.4,,,
,Eligible For Lunch,88.9,0.0,0.0,11.1,,,
,Not Eligible For Lunch,91.1,1.8,0.0,7.1,,,
,Special Education,87.5,12.5,0.0,0.0,,,
,Non-Special Education,91.1,1.2,0.0,7.7,,,
Seymour School District,All Students,83.1,5.3,0.0,11.6,,,
,Hispanic,71.4,0.0,0.0,28.6,,,
,Non-Hispanic,84.0,5.7,0.0,10.3,,,
,American Indian,*,*,*,*,,,
,Asian American ,100.0,0.0,0.0,0.0,,,
,Black,62.5,25.0,0.0,12.5,,,
,White,84.7,5.1,0.0,10.2,,,
,Male,79.6,6.1,0.0,14.3,,,
,Female,86.8,4.4,0.0,8.8,,,
,ELL,100.0,0.0,0.0,0.0,,,
,Non-ELL,82.5,5.5,0.0,12.0,,,
,Eligible For Lunch,55.6,16.7,0.0,27.8,,,
,Not Eligible For Lunch,89.5,2.6,0.0,7.8,,,
,Special Education,60.0,10.0,0.0,30.0,,,
,Non-Special Education,84.4,5.0,0.0,10.6,,,
Shelton School District,All Students,87.8,6.2,0.0,6.0,,,
,Hispanic,71.4,8.6,0.0,20.0,,,
,Non-Hispanic,89.3,6.0,0.0,4.6,,,
,American Indian,*,*,*,*,,,
,Asian American ,100.0,0.0,0.0,0.0,,,
,Black,88.2,11.8,0.0,0.0,,,
,White,88.8,6.1,0.0,5.2,,,
,Male,86.2,8.2,0.0,5.6,,,
,Female,89.3,4.4,0.0,6.3,,,
,ELL,100.0,0.0,0.0,0.0,,,
,Non-ELL,87.5,6.4,0.0,6.1,,,
,Eligible For Lunch,74.6,11.1,0.0,14.3,,,
,Not Eligible For Lunch,90.2,5.3,0.0,4.4,,,
,Special Education,48.4,38.7,0.0,12.9,,,
,Non-Special Education,91.1,3.5,0.0,5.4,,,
Simsbury School District,All Students,95.0,3.1,0.0,2.0,,,
,Hispanic,83.3,8.3,0.0,8.3,,,
,Non-Hispanic,95.4,2.9,0.0,1.7,,,
,Asian American ,100.0,0.0,0.0,0.0,,,
,Black,88.2,11.8,0.0,0.0,,,
,White,95.5,2.5,0.0,1.9,,,
,Male,93.3,5.1,0.0,1.5,,,
,Female,96.9,0.6,0.0,2.5,,,
,ELL,100.0,0.0,0.0,0.0,,,
,Non-ELL,94.8,3.2,0.0,2.0,,,
,Eligible For Lunch,89.5,5.3,0.0,5.3,,,
,Not Eligible For Lunch,95.3,2.9,0.0,1.8,,,
,Special Education,83.3,6.7,0.0,10.0,,,
,Non-Special Education,96.0,2.7,0.0,1.2,,,
Somers School District,All Students,94.5,4.1,0.0,1.4,,,
,Hispanic,*,*,*,*,,,
,Non-Hispanic,94.4,4.2,0.0,1.4,,,
,Asian American ,*,*,*,*,,,
,Black,*,*,*,*,,,
,White,95.0,3.6,0.0,1.4,,,
,Male,94.6,5.4,0.0,0.0,,,
,Female,94.4,2.8,0.0,2.8,,,
,Non-ELL,94.5,4.1,0.0,1.4,,,
,Eligible For Lunch,66.7,33.3,0.0,0.0,,,
,Not Eligible For Lunch,95.7,2.9,0.0,1.4,,,
,Special Education,78.6,14.3,0.0,7.1,,,
,Non-Special Education,96.2,3.1,0.0,0.8,,,
Southington School District,All Students,90.5,6.0,0.0,3.5,,,
,Hispanic,84.2,5.3,0.0,10.5,,,
,Non-Hispanic,90.7,6.1,0.0,3.2,,,
,American Indian,*,*,*,*,,,
,Asian American ,94.1,5.9,0.0,0.0,,,
,Black,92.3,0.0,0.0,7.7,,,
,White,90.9,6.3,0.0,2.8,,,
,Male,87.5,9.1,0.0,3.4,,,
,Female,93.3,3.2,0.0,3.5,,,
,ELL,*,*,*,*,,,
,Non-ELL,90.4,6.1,0.0,3.5,,,
,Eligible For Lunch,80.0,12.5,0.0,7.5,,,
,Not Eligible For Lunch,91.3,5.5,0.0,3.2,,,
,Special Education,70.3,23.4,0.0,6.3,,,
,Non-Special Education,93.2,3.7,0.0,3.1,,,
South Windsor School District,All Students,90.8,3.8,0.0,5.4,,,
,Hispanic,68.0,8.0,0.0,24.0,,,
,Non-Hispanic,92.3,3.5,0.0,4.3,,,
,Asian American ,90.0,3.3,0.0,6.7,,,
,Black,90.5,9.5,0.0,0.0,,,
