,Black,100.0,0.0,0.0,0.0,,,,,,,,,
,White,93.6,1.7,0.0,4.7,,,,,,,,,
,Male,96.0,2.0,0.0,2.0,,,,,,,,,
,Female,90.2,1.2,0.0,8.5,,,,,,,,,
,ELL,*,*,*,*,,,,,,,,,
,Non-ELL,93.9,1.7,0.0,4.4,,,,,,,,,
,Eligible For Lunch,*,*,*,*,,,,,,,,,
,Not Eligible For Lunch,93.3,1.7,0.0,5.1,,,,,,,,,
,Special Education,80.0,13.3,0.0,6.7,,,,,,,,,
,Non-Special Education,94.6,0.6,0.0,4.8,,,,,,,,,
Greenwich School District,All Students,89.7,4.1,0.0,6.1,,,,,,,,,
,Hispanic,80.7,7.5,0.0,11.8,,,,,,,,,
,Non-Hispanic,91.1,3.6,0.0,5.3,,,,,,,,,
,Asian,83.9,3.2,0.0,12.9,,,,,,,,,
,Black,80.0,10.0,0.0,10.0,,,,,,,,,
,White,92.4,3.4,0.0,4.2,,,,,,,,,
,Male,88.4,6.2,0.0,5.4,,,,,,,,,
,Female,91.1,2.0,0.0,6.9,,,,,,,,,
,ELL,57.5,10.0,0.0,32.5,,,,,,,,,
,Non-ELL,91.7,3.8,0.0,4.5,,,,,,,,,
,Eligible For Lunch,77.1,14.7,0.0,8.2,,,,,,,,,
,Not Eligible For Lunch,90.9,3.1,0.0,5.9,,,,,,,,,
,Special Education,84.6,10.9,0.0,4.4,,,,,,,,,
,Non-Special Education,90.5,3.1,0.0,6.4,,,,,,,,,
Griswold School District,All Students,78.0,7.2,0.0,14.8,,,,,,,,,
,Hispanic,*,*,*,*,,,,,,,,,
,Non-Hispanic,78.2,7.3,0.0,14.6,,,,,,,,,
,Indian,71.4,14.2,0.0,14.3,,,,,,,,,
,Asian,*,*,*,*,,,,,,,,,
,Black,*,*,*,*,,,,,,,,,
,White,78.4,7.2,0.0,14.4,,,,,,,,,
,Male,66.3,10.5,0.0,23.2,,,,,,,,,
,Female,87.7,4.4,0.0,7.9,,,,,,,,,
,Non-ELL,78.0,7.2,0.0,14.8,,,,,,,,,
,Eligible For Lunch,64.7,2.9,0.0,32.4,,,,,,,,,
,Not Eligible For Lunch,80.6,8.0,0.0,11.4,,,,,,,,,
,Special Education,53.6,28.5,0.0,17.9,,,,,,,,,
,Non-Special Education,81.8,3.9,0.0,14.4,,,,,,,,,
Groton School District,All Students,78.9,3.6,0.3,17.3,,,,,,,,,
,Hispanic,85.7,0.0,0.0,14.3,,,,,,,,,
,Non-Hispanic,78.3,3.9,0.3,17.5,,,,,,,,,
,Indian,*,*,*,*,,,,,,,,,
,Asian,86.7,0.0,3.3,10.0,,,,,,,,,
,Black,76.9,3.9,0.0,19.2,,,,,,,,,
,White,77.7,4.5,0.0,17.9,,,,,,,,,
,Male,83.1,3.4,0.7,12.8,,,,,,,,,
,Female,75.5,3.7,0.0,20.7,,,,,,,,,
,ELL,92.9,0.0,0.0,7.1,,,,,,,,,
,Non-ELL,78.3,3.7,0.3,17.7,,,,,,,,,
,Eligible For Lunch,73.4,4.7,1.6,20.3,,,,,,,,,
,Not Eligible For Lunch,80.2,3.3,0.0,16.5,,,,,,,,,
,Special Education,57.7,26.9,0.0,15.4,,,,,,,,,
,Non-Special Education,80.7,1.6,0.3,17.4,,,,,,,,,
Guilford School District,All Students,95.1,2.8,0.0,2.1,,,,,,,,,
,Hispanic,71.4,28.5,0.0,0.0,,,,,,,,,
,Non-Hispanic,95.7,2.2,0.0,2.2,,,,,,,,,
,Asian,100.0,0.0,0.0,0.0,,,,,,,,,
,Black,*,*,*,*,,,,,,,,,
,White,95.4,2.3,0.0,2.3,,,,,,,,,
,Male,95.0,2.8,0.0,2.1,,,,,,,,,
,Female,95.1,2.8,0.0,2.1,,,,,,,,,
,Non-ELL,95.1,2.8,0.0,2.1,,,,,,,,,
,Eligible For Lunch,71.4,28.5,0.0,0.0,,,,,,,,,
,Not Eligible For Lunch,95.7,2.2,0.0,2.2,,,,,,,,,
,Special Education,79.4,20.5,0.0,0.0,,,,,,,,,
,Non-Special Education,97.2,0.4,0.0,2.4,,,,,,,,,
Hamden School District,All Students,86.2,6.4,0.0,7.4,,,,,,,,,
,Hispanic,76.6,6.3,0.0,17.2,,,,,,,,,
,Non-Hispanic,87.5,6.5,0.0,6.0,,,,,,,,,
,Asian,83.3,5.6,0.0,11.1,,,,,,,,,
,Black,83.2,9.5,0.0,7.4,,,,,,,,,
,White,90.8,4.4,0.0,4.8,,,,,,,,,
,Male,84.0,8.7,0.0,7.4,,,,,,,,,
,Female,89.0,3.7,0.0,7.3,,,,,,,,,
,ELL,52.9,11.7,0.0,35.3,,,,,,,,,
,Non-ELL,87.3,6.3,0.0,6.5,,,,,,,,,
,Eligible For Lunch,76.8,11.9,0.0,11.3,,,,,,,,,
,Not Eligible For Lunch,89.8,4.3,0.0,5.9,,,,,,,,,
,Special Education,76.0,17.3,0.0,6.7,,,,,,,,,
,Non-Special Education,87.9,4.7,0.0,7.5,,,,,,,,,
Hartford School District,All Students,59.8,12.9,0.0,27.3,,,,,,,,,
,Hispanic,50.6,15.7,0.0,33.7,,,,,,,,,
,Non-Hispanic,68.6,10.2,0.0,21.2,,,,,,,,,
,Indian,*,*,*,*,,,,,,,,,
,Asian,90.9,4.6,0.0,4.6,,,,,,,,,
,Black,65.8,11.3,0.0,22.9,,,,,,,,,
,White,82.8,3.2,0.0,14.0,,,,,,,,,
,Male,56.0,15.4,0.0,28.6,,,,,,,,,
,Female,63.2,10.6,0.0,26.2,,,,,,,,,
,ELL,48.8,13.9,0.0,37.3,,,,,,,,,
,Non-ELL,62.0,12.7,0.0,25.4,,,,,,,,,
,Eligible For Lunch,54.3,14.5,0.0,31.2,,,,,,,,,
,Not Eligible For Lunch,74.0,8.8,0.0,17.3,,,,,,,,,
,Special Education,40.8,22.8,0.0,36.4,,,,,,,,,
,Non-Special Education,63.6,10.9,0.0,25.5,,,,,,,,,
Killingly School District,All Students,67.5,9.3,0.0,23.2,,,,,,,,,
,Hispanic,76.9,7.7,0.0,15.4,,,,,,,,,
,Non-Hispanic,67.0,9.4,0.0,23.7,,,,,,,,,
,Indian,*,*,*,*,,,,,,,,,
,Asian,*,*,*,*,,,,,,,,,
,Black,*,*,*,*,,,,,,,,,
,White,68.3,9.0,0.0,22.7,,,,,,,,,
,Male,65.1,10.3,0.0,24.5,,,,,,,,,
,Female,69.5,8.4,0.0,22.1,,,,,,,,,
,ELL,*,*,*,*,,,,,,,,,
,Non-ELL,67.4,9.3,0.0,23.3,,,,,,,,,
,Eligible For Lunch,54.6,18.1,0.0,27.3,,,,,,,,,
,Not Eligible For Lunch,73.8,5.0,0.0,21.3,,,,,,,,,
,Special Education,34.8,26.0,0.0,39.1,,,,,,,,,
,Non-Special Education,71.0,7.5,0.0,21.5,,,,,,,,,
Lebanon School District,All Students,90.0,2.3,0.0,7.7,,,,,,,,,
,Hispanic,*,*,*,*,,,,,,,,,
,Non-Hispanic,89.8,2.3,0.0,7.8,,,,,,,,,
,Asian,*,*,*,*,,,,,,,,,
,Black,*,*,*,*,,,,,,,,,
,White,89.7,2.4,0.0,7.9,,,,,,,,,
,Male,81.5,5.6,0.0,13.0,,,,,,,,,
,Female,96.1,0.0,0.0,3.9,,,,,,,,,
,Non-ELL,90.0,2.3,0.0,7.7,,,,,,,,,
,Eligible For Lunch,87.5,12.5,0.0,0.0,,,,,,,,,
,Not Eligible For Lunch,90.2,1.6,0.0,8.2,,,,,,,,,
,Special Education,84.6,15.3,0.0,0.0,,,,,,,,,
,Non-Special Education,90.6,0.9,0.0,8.5,,,,,,,,,
Ledyard School District,All Students,86.5,3.4,0.0,10.2,,,,,,,,,
,Hispanic,84.0,8.0,0.0,8.0,,,,,,,,,
,Non-Hispanic,86.7,2.9,0.0,10.4,,,,,,,,,
,Indian,64.3,0.0,0.0,35.7,,,,,,,,,
,Asian,80.0,0.0,0.0,20.0,,,,,,,,,
,Black,80.0,20.0,0.0,0.0,,,,,,,,,
,White,89.1,2.0,0.0,8.9,,,,,,,,,
,Male,82.4,5.0,0.0,12.6,,,,,,,,,
,Female,89.8,2.0,0.0,8.2,,,,,,,,,
,ELL,*,*,*,*,,,,,,,,,
,Non-ELL,86.8,3.4,0.0,9.8,,,,,,,,,
,Eligible For Lunch,61.5,15.3,0.0,23.1,,,,,,,,,
,Not Eligible For Lunch,87.8,2.8,0.0,9.5,,,,,,,,,
,Special Education,67.7,14.7,0.0,17.6,,,,,,,,,
,Non-Special Education,89.2,1.7,0.0,9.1,,,,,,,,,
Litchfield School District,All Students,93.8,1.8,0.0,4.4,,,,,,,,,
,Hispanic,*,*,*,*,,,,,,,,,
,Non-Hispanic,93.8,1.8,0.0,4.5,,,,,,,,,
,Asian,*,*,*,*,,,,,,,,,
,White,94.5,1.8,0.0,3.7,,,,,,,,,
,Male,92.1,3.2,0.0,4.8,,,,,,,,,
,Female,96.0,0.0,0.0,4.0,,,,,,,,,
,Non-ELL,93.8,1.8,0.0,4.4,,,,,,,,,
,Eligible For Lunch,87.5,12.5,0.0,0.0,,,,,,,,,
,Not Eligible For Lunch,94.3,1.0,0.0,4.8,,,,,,,,,
,Special Education,85.7,7.1,0.0,7.1,,,,,,,,,
,Non-Special Education,95.0,1.0,0.0,4.0,,,,,,,,,
Madison School District,All Students,95.6,1.7,0.0,2.7,,,,,,,,,
,Hispanic,*,*,*,*,,,,,,,,,
,Non-Hispanic,95.9,1.7,0.0,2.4,,,,,,,,,
,Asian,91.7,0.0,0.0,8.3,,,,,,,,,
,Black,*,*,*,*,,,,,,,,,
,White,96.0,1.8,0.0,2.2,,,,,,,,,
,Male,94.9,1.9,0.0,3.2,,,,,,,,,
,Female,96.4,1.4,0.0,2.2,,,,,,,,,
,Non-ELL,95.6,1.7,0.0,2.7,,,,,,,,,
,Eligible For Lunch,*,*,*,*,,,,,,,,,
,Not Eligible For Lunch,95.9,1.7,0.0,2.4,,,,,,,,,
,Special Education,90.2,9.8,0.0,0.0,,,,,,,,,
,Non-Special Education,96.5,0.4,0.0,3.1,,,,,,,,,
Manchester School District,All Students,75.8,11.5,0.0,12.6,,,,,,,,,
,Hispanic,63.6,13.1,0.0,23.2,,,,,,,,,
,Non-Hispanic,79.0,11.1,0.0,9.9,,,,,,,,,
,Indian,*,*,*,*,,,,,,,,,
,Asian,92.3,3.9,0.0,3.8,,,,,,,,,
,Black,69.7,16.8,0.0,13.5,,,,,,,,,
,White,80.7,10.0,0.0,9.3,,,,,,,,,
,Male,72.0,14.4,0.0,13.6,,,,,,,,,
,Female,79.1,9.1,0.0,11.8,,,,,,,,,
,ELL,68.2,4.6,0.0,27.3,,,,,,,,,
,Non-ELL,76.2,11.9,0.0,11.9,,,,,,,,,
,Eligible For Lunch,66.7,12.6,0.0,20.7,,,,,,,,,
,Not Eligible For Lunch,79.9,11.0,0.0,9.0,,,,,,,,,
,Special Education,44.9,38.7,0.0,16.3,,,,,,,,,
,Non-Special Education,79.3,8.5,0.0,12.2,,,,,,,,,
Meriden School District,All Students,77.6,10.3,0.0,12.0,,,,,,,,,
,Hispanic,68.8,12.5,0.0,18.8,,,,,,,,,
,Non-Hispanic,83.0,9.1,0.0,7.9,,,,,,,,,
,Indian,*,*,*,*,,,,,,,,,
,Asian,100.0,0.0,0.0,0.0,,,,,,,,,
,Black,72.6,11.2,0.0,16.1,,,,,,,,,
,White,84.4,9.1,0.0,6.5,,,,,,,,,
,Male,73.3,12.8,0.0,13.9,,,,,,,,,
,Female,82.1,7.8,0.0,10.1,,,,,,,,,
,ELL,77.4,6.5,0.0,16.1,,,,,,,,,
,Non-ELL,77.6,10.6,0.0,11.8,,,,,,,,,
,Eligible For Lunch,69.3,15.7,0.0,15.0,,,,,,,,,
,Not Eligible For Lunch,85.5,5.3,0.0,9.2,,,,,,,,,
,Special Education,59.2,27.1,0.0,13.6,,,,,,,,,
,Non-Special Education,81.8,6.5,0.0,11.7,,,,,,,,,
Middletown School District,All Students,79.4,11.5,0.0,9.0,,,,,,,,,
,Hispanic,70.4,18.5,0.0,11.1,,,,,,,,,
,Non-Hispanic,80.4,10.8,0.0,8.8,,,,,,,,,
,Asian,90.0,0.0,0.0,10.0,,,,,,,,,
,Black,79.0,11.1,0.0,9.9,,,,,,,,,
,White,80.5,11.3,0.0,8.2,,,,,,,,,
,Male,70.1,18.3,0.0,11.6,,,,,,,,,
,Female,90.0,3.9,0.0,6.2,,,,,,,,,
,ELL,*,*,*,*,,,,,,,,,
,Non-ELL,79.1,11.7,0.0,9.2,,,,,,,,,
,Eligible For Lunch,70.4,18.5,0.0,11.1,,,,,,,,,
,Not Eligible For Lunch,83.2,8.7,0.0,8.2,,,,,,,,,
,Special Education,55.2,34.4,0.0,10.3,,,,,,,,,
,Non-Special Education,82.3,8.9,0.0,8.9,,,,,,,,,
Milford School District,All Students,86.9,6.1,0.0,7.0,,,,,,,,,
,Hispanic,86.1,5.6,0.0,8.3,,,,,,,,,
,Non-Hispanic,86.9,6.2,0.0,6.9,,,,,,,,,
,Indian,*,*,*,*,,,,,,,,,
,Asian,89.3,3.6,0.0,7.1,,,,,,,,,
,Black,77.8,7.4,0.0,14.8,,,,,,,,,
,White,87.2,6.3,0.0,6.5,,,,,,,,,
,Male,84.4,8.7,0.0,6.9,,,,,,,,,
,Female,89.3,3.6,0.0,7.2,,,,,,,,,
,ELL,*,*,*,*,,,,,,,,,
,Non-ELL,87.1,6.2,0.0,6.7,,,,,,,,,
,Eligible For Lunch,70.8,12.3,0.0,16.9,,,,,,,,,
,Not Eligible For Lunch,89.0,5.3,0.0,5.7,,,,,,,,,
,Special Education,61.4,22.8,0.0,15.7,,,,,,,,,
,Non-Special Education,90.5,3.7,0.0,5.8,,,,,,,,,
Monroe School District,All Students,96.0,1.7,0.0,2.3,,,,,,,,,
,Hispanic,91.7,8.3,0.0,0.0,,,,,,,,,
,Non-Hispanic,96.2,1.4,0.0,2.4,,,,,,,,,
,Indian,*,*,*,*,,,,,,,,,
,Asian,100.0,0.0,0.0,0.0,,,,,,,,,
,Black,91.7,0.0,0.0,8.3,,,,,,,,,
,White,96.7,1.5,0.0,1.9,,,,,,,,,
,Male,96.6,1.7,0.0,1.7,,,,,,,,,
,Female,95.3,1.6,0.0,3.1,,,,,,,,,
,ELL,*,*,*,*,,,,,,,,,
,Non-ELL,96.6,1.3,0.0,2.0,,,,,,,,,
,Eligible For Lunch,92.3,0.0,0.0,7.7,,,,,,,,,
,Not Eligible For Lunch,96.2,1.7,0.0,2.1,,,,,,,,,
,Special Education,85.7,7.1,0.0,7.1,,,,,,,,,
,Non-Special Education,97.1,1.1,0.0,1.8,,,,,,,,,
Montville School District,All Students,88.2,4.4,0.0,7.4,,,,,,,,,
,Hispanic,84.6,0.0,0.0,15.4,,,,,,,,,
,Non-Hispanic,88.4,4.6,0.0,6.9,,,,,,,,,
,Indian,*,*,*,*,,,,,,,,,
,Asian,93.3,0.0,0.0,6.7,,,,,,,,,
,Black,81.8,9.1,0.0,9.1,,,,,,,,,
,White,88.8,4.3,0.0,7.0,,,,,,,,,
,Male,90.9,3.6,0.0,5.5,,,,,,,,,
,Female,85.7,5.0,0.0,9.2,,,,,,,,,
,ELL,100.0,0.0,0.0,0.0,,,,,,,,,
,Non-ELL,87.7,4.6,0.0,7.8,,,,,,,,,
,Eligible For Lunch,60.0,13.3,0.0,26.7,,,,,,,,,
,Not Eligible For Lunch,92.5,3.0,0.0,4.5,,,,,,,,,
,Special Education,70.4,18.5,0.0,11.1,,,,,,,,,
,Non-Special Education,90.6,2.5,0.0,6.9,,,,,,,,,
Naugatuck School District,All Students,87.1,4.3,0.6,8.0,,,,,,,,,
,Hispanic,76.2,4.8,2.4,16.7,,,,,,,,,
,Non-Hispanic,88.6,4.2,0.3,6.8,,,,,,,,,
,Asian,85.7,0.0,0.0,14.3,,,,,,,,,
,Black,58.3,8.3,0.0,33.3,,,,,,,,,
,White,89.9,4.2,0.4,5.6,,,,,,,,,
,Male,81.9,5.7,1.1,11.3,,,,,,,,,
,Female,92.4,2.9,0.0,4.7,,,,,,,,,
,ELL,65.0,10.0,0.0,25.0,,,,,,,,,
,Non-ELL,88.5,4.0,0.6,7.0,,,,,,,,,
,Eligible For Lunch,77.7,8.5,2.1,11.7,,,,,,,,,
,Not Eligible For Lunch,90.6,2.8,0.0,6.7,,,,,,,,,
,Special Education,76.3,15.7,2.6,5.3,,,,,,,,,
,Non-Special Education,88.4,2.9,0.3,8.4,,,,,,,,,
New Britain School District,All Students,55.7,19.0,0.0,25.3,,,,,,,,,
,Hispanic,43.4,22.0,0.0,34.6,,,,,,,,,
,Non-Hispanic,68.3,15.8,0.0,15.8,,,,,,,,,
,Asian,76.9,15.3,0.0,7.7,,,,,,,,,
,Black,59.9,23.4,0.0,16.7,,,,,,,,,
,White,72.9,11.3,0.0,15.8,,,,,,,,,
,Male,52.1,22.6,0.0,25.3,,,,,,,,,
,Female,60.0,14.6,0.0,25.4,,,,,,,,,
,ELL,51.2,10.4,0.0,38.4,,,,,,,,,
,Non-ELL,56.6,20.7,0.0,22.7,,,,,,,,,
,Eligible For Lunch,48.3,22.1,0.0,29.5,,,,,,,,,
,Not Eligible For Lunch,63.5,15.6,0.0,20.9,,,,,,,,,
,Special Education,45.4,25.3,0.0,29.2,,,,,,,,,
,Non-Special Education,57.8,17.6,0.0,24.5,,,,,,,,,
New Canaan School District,All Students,96.0,1.3,0.0,2.6,,,,,,,,,
,Hispanic,100.0,0.0,0.0,0.0,,,,,,,,,
,Non-Hispanic,96.0,1.4,0.0,2.7,,,,,,,,,
,Asian,100.0,0.0,0.0,0.0,,,,,,,,,
,Black,*,*,*,*,,,,,,,,,
,White,95.8,1.4,0.0,2.8,,,,,,,,,
,Male,97.3,1.4,0.0,1.4,,,,,,,,,
,Female,94.8,1.3,0.0,3.9,,,,,,,,,
,ELL,*,*,*,*,,,,,,,,,
,Non-ELL,96.3,1.3,0.0,2.3,,,,,,,,,
,Not Eligible For Lunch,96.0,1.3,0.0,2.6,,,,,,,,,
,Special Education,96.3,3.7,0.0,0.0,,,,,,,,,
,Non-Special Education,96.0,1.1,0.0,2.9,,,,,,,,,
New Fairfield,All Students,92.7,3.1,0.0,4.2,,,,,,,,,
,Hispanic,100.0,0.0,0.0,0.0,,,,,,,,,
,Non-Hispanic,92.6,3.1,0.0,4.3,,,,,,,,,
,Asian,75.0,0.0,0.0,25.0,,,,,,,,,
,Black,100.0,0.0,0.0,0.0,,,,,,,,,
,White,92.8,3.2,0.0,4.0,,,,,,,,,
,Male,90.3,5.2,0.0,4.5,,,,,,,,,
,Female,96.3,0.0,0.0,3.7,,,,,,,,,
,Non-ELL,92.7,3.1,0.0,4.2,,,,,,,,,
,Eligible For Lunch,57.1,14.3,0.0,28.6,,,,,,,,,
,Not Eligible For Lunch,94.8,2.4,0.0,2.8,,,,,,,,,
,Special Education,89.3,3.6,0.0,7.1,,,,,,,,,
,Non-Special Education,93.2,3.0,0.0,3.8,,,,,,,,,
New Haven School District,All Students,62.5,10.1,0.2,27.1,,,,,,,,,
,Hispanic,55.0,10.6,0.2,34.2,,,,,,,,,
,Non-Hispanic,65.5,10.0,0.2,24.3,,,,,,,,,
,Indian,*,*,*,*,,,,,,,,,
,Asian,75.0,15.0,0.0,10.0,,,,,,,,,
,Black,60.8,11.9,0.2,27.0,,,,,,,,,
,White,82.4,2.6,0.0,15.0,,,,,,,,,
,Male,54.9,14.1,0.4,30.5,,,,,,,,,
,Female,69.6,6.5,0.0,23.9,,,,,,,,,
,ELL,54.1,11.2,0.0,34.6,,,,,,,,,
,Non-ELL,63.3,10.0,0.2,26.4,,,,,,,,,
,Eligible For Lunch,56.3,12.2,0.1,31.4,,,,,,,,,
,Not Eligible For Lunch,74.6,6.3,0.4,18.8,,,,,,,,,
,Special Education,45.7,34.4,0.0,19.9,,,,,,,,,
,Non-Special Education,64.4,7.5,0.2,27.9,,,,,,,,,
Newington School District,All Students,85.2,8.1,0.0,6.7,,,,,,,,,
,Hispanic,67.5,15.0,0.0,17.5,,,,,,,,,
,Non-Hispanic,87.4,7.3,0.0,5.4,,,,,,,,,
,Indian,*,*,*,*,,,,,,,,,
,Asian,94.1,2.9,0.0,2.9,,,,,,,,,
,Black,90.0,10.0,0.0,0.0,,,,,,,,,
,White,86.3,7.6,0.0,6.1,,,,,,,,,
,Male,80.0,11.5,0.0,8.4,,,,,,,,,
,Female,91.0,4.2,0.0,4.8,,,,,,,,,
,ELL,83.3,8.3,0.0,8.3,,,,,,,,,
,Non-ELL,85.2,8.1,0.0,6.7,,,,,,,,,
,Eligible For Lunch,72.4,18.9,0.0,8.6,,,,,,,,,
,Not Eligible For Lunch,87.6,6.0,0.0,6.4,,,,,,,,,
,Special Education,54.8,38.7,0.0,6.5,,,,,,,,,
,Non-Special Education,88.0,5.2,0.0,6.7,,,,,,,,,
New London School District,All Students,63.9,15.4,0.0,20.6,,,,,,,,,
,Hispanic,58.0,20.2,0.0,21.7,,,,,,,,,
,Non-Hispanic,67.2,12.8,0.0,20.0,,,,,,,,,
,Indian,100.0,0.0,0.0,0.0,,,,,,,,,
,Asian,*,*,*,*,,,,,,,,,
,Black,66.7,13.8,0.0,19.4,,,,,,,,,
,White,61.4,13.6,0.0,25.0,,,,,,,,,
,Male,61.4,16.6,0.0,21.9,,,,,,,,,
,Female,67.5,13.7,0.0,18.8,,,,,,,,,
,ELL,67.9,14.2,0.0,17.9,,,,,,,,,
,Non-ELL,63.3,15.6,0.0,21.1,,,,,,,,,
,Eligible For Lunch,60.5,20.1,0.0,19.3,,,,,,,,,
,Not Eligible For Lunch,68.8,8.8,0.0,22.5,,,,,,,,,
,Special Education,45.5,27.2,0.0,27.3,,,,,,,,,
,Non-Special Education,67.7,13.0,0.0,19.3,,,,,,,,,
New Milford School District,All Students,88.1,2.0,0.0,9.9,,,,,,,,,
,Hispanic,96.0,0.0,0.0,4.0,,,,,,,,,
,Non-Hispanic,87.6,2.1,0.0,10.3,,,,,,,,,
,Asian,81.8,0.0,0.0,18.2,,,,,,,,,
,Black,*,*,*,*,,,,,,,,,
,White,88.4,1.9,0.0,9.7,,,,,,,,,
,Male,85.1,2.7,0.0,12.2,,,,,,,,,
,Female,90.7,1.4,0.0,7.9,,,,,,,,,
,ELL,80.0,0.0,0.0,20.0,,,,,,,,,
,Non-ELL,88.3,2.0,0.0,9.7,,,,,,,,,
,Eligible For Lunch,65.8,2.6,0.0,31.6,,,,,,,,,
,Not Eligible For Lunch,90.4,1.9,0.0,7.7,,,,,,,,,
,Special Education,79.1,4.7,0.0,16.3,,,,,,,,,
,Non-Special Education,89.2,1.7,0.0,9.2,,,,,,,,,
Newtown School District,All Students,87.6,2.1,0.0,10.3,,,,,,,,,
,Hispanic,84.6,7.7,0.0,7.7,,,,,,,,,
,Non-Hispanic,87.7,1.9,0.0,10.4,,,,,,,,,
,Indian,*,*,*,*,,,,,,,,,
,Asian,100.0,0.0,0.0,0.0,,,,,,,,,
,Black,*,*,*,*,,,,,,,,,
,White,87.5,2.0,0.0,10.6,,,,,,,,,
,Male,88.5,2.7,0.0,8.8,,,,,,,,,
,Female,86.7,1.4,0.0,11.8,,,,,,,,,
,ELL,*,*,*,*,,,,,,,,,
,Non-ELL,87.8,1.8,0.0,10.3,,,,,,,,,
,Eligible For Lunch,75.0,12.5,0.0,12.5,,,,,,,,,
,Not Eligible For Lunch,87.9,1.9,0.0,10.3,,,,,,,,,
,Special Education,75.0,11.1,0.0,13.9,,,,,,,,,
,Non-Special Education,88.8,1.3,0.0,10.0,,,,,,,,,
North Branford School District,All Students,84.9,4.1,0.0,11.0,,,,,,,,,
,Hispanic,*,*,*,*,,,,,,,,,
,Non-Hispanic,84.5,4.2,0.0,11.3,,,,,,,,,
,Indian,*,*,*,*,,,,,,,,,
,Asian,*,*,*,*,,,,,,,,,
,Black,*,*,*,*,,,,,,,,,
,White,85.1,3.7,0.0,11.2,,,,,,,,,
,Male,82.6,5.4,0.0,12.0,,,,,,,,,
,Female,87.5,2.5,0.0,10.0,,,,,,,,,
,ELL,*,*,*,*,,,,,,,,,
,Non-ELL,84.8,4.1,0.0,11.1,,,,,,,,,
,Eligible For Lunch,71.4,4.8,0.0,23.8,,,,,,,,,
,Not Eligible For Lunch,86.8,4.0,0.0,9.3,,,,,,,,,
,Special Education,53.3,26.6,0.0,20.0,,,,,,,,,
,Non-Special Education,87.9,1.9,0.0,10.2,,,,,,,,,
North Haven School District,All Students,92.6,2.3,0.0,5.2,,,,,,,,,
,Hispanic,77.8,16.6,0.0,5.6,,,,,,,,,
,Non-Hispanic,93.5,1.4,0.0,5.1,,,,,,,,,
,Asian,100.0,0.0,0.0,0.0,,,,,,,,,
,Black,82.4,0.0,0.0,17.6,,,,,,,,,
,White,93.6,1.6,0.0,4.8,,,,,,,,,
,Male,90.2,3.1,0.0,6.7,,,,,,,,,
,Female,95.2,1.4,0.0,3.4,,,,,,,,,
,ELL,*,*,*,*,,,,,,,,,
,Non-ELL,92.5,2.3,0.0,5.2,,,,,,,,,
,Eligible For Lunch,90.0,3.3,0.0,6.7,,,,,,,,,
,Not Eligible For Lunch,92.9,2.1,0.0,5.0,,,,,,,,,
,Special Education,73.0,13.5,0.0,13.5,,,,,,,,,
,Non-Special Education,95.2,0.7,0.0,4.0,,,,,,,,,
North Stonington School District,All Students,89.1,0.0,0.0,10.9,,,,,,,,,
,Hispanic,*,*,*,*,,,,,,,,,
,Non-Hispanic,92.5,0.0,0.0,7.5,,,,,,,,,
,Indian,*,*,*,*,,,,,,,,,
,White,92.3,0.0,0.0,7.7,,,,,,,,,
,Male,90.3,0.0,0.0,9.7,,,,,,,,,
,Female,87.5,0.0,0.0,12.5,,,,,,,,,
,Non-ELL,89.1,0.0,0.0,10.9,,,,,,,,,
,Eligible For Lunch,*,*,*,*,,,,,,,,,
,Not Eligible For Lunch,91.8,0.0,0.0,8.2,,,,,,,,,
,Special Education,*,*,*,*,,,,,,,,,
,Non-Special Education,88.5,0.0,0.0,11.5,,,,,,,,,
Norwalk School District,All Students,83.6,5.1,0.0,11.3,,,,,,,,,
,Hispanic,78.7,4.9,0.0,16.4,,,,,,,,,
,Non-Hispanic,85.5,5.2,0.0,9.4,,,,,,,,,
,Indian,*,*,*,*,,,,,,,,,
,Asian,91.7,2.8,0.0,5.6,,,,,,,,,
,Black,77.0,8.0,0.0,15.0,,,,,,,,,
,White,90.6,3.6,0.0,5.7,,,,,,,,,
,Male,81.1,6.5,0.0,12.5,,,,,,,,,
,Female,86.0,3.8,0.0,10.2,,,,,,,,,
,ELL,73.7,1.8,0.0,24.6,,,,,,,,,
,Non-ELL,84.3,5.4,0.0,10.3,,,,,,,,,
,Eligible For Lunch,77.8,7.0,0.0,15.2,,,,,,,,,
,Not Eligible For Lunch,85.1,4.6,0.0,10.3,,,,,,,,,
,Special Education,61.4,27.2,0.0,11.4,,,,,,,,,
,Non-Special Education,86.3,2.5,0.0,11.3,,,,,,,,,
Norwich School District,All Students,28.6,19.0,4.8,47.6,,,,,,,,,
,Hispanic,*,*,*,*,,,,,,,,,
,Non-Hispanic,30.0,20.0,5.0,45.0,,,,,,,,,
,Black,*,*,*,*,,,,,,,,,
,White,33.3,16.6,5.6,44.4,,,,,,,,,
,Male,*,*,*,*,,,,,,,,,
,Female,35.7,21.4,7.1,35.7,,,,,,,,,
,Non-ELL,28.6,19.0,4.8,47.6,,,,,,,,,
,Eligible For Lunch,*,*,*,*,,,,,,,,,
,Not Eligible For Lunch,*,*,*,*,,,,,,,,,
,Special Education,*,*,*,*,,,,,,,,,
,Non-Special Education,31.6,15.7,5.3,47.4,,,,,,,,,
Old Saybrook School District,All Students,93.0,3.1,0.0,3.9,,,,,,,,,
